business_id,name,neighborhood,rating,review_count,popularity,ranking_score,delivery,outdoor_seating,accepts_credit_cards,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,bike_parking,price_range,take_out,has_wifi,alcohol,caters,reservations,good_for_groups,attire,has_tv,ambience_touristy,ambience_hipster,ambience_romantic,ambience_divey,ambience_intimate,ambience_trendy,ambience_upscale,ambience_classy,ambience_casual,good_for_kids,meal_dessert,meal_latenight,meal_lunch,meal_dinner,meal_brunch,meal_breakfast,noise_level,dogs_allowed,happy_hour,wheelchair_accessible,table_service,dietary_restrictions,cuisine_group,cuisine,key_menu,establishment_type,mon_open,mon_close,tue_open,tue_close,wed_open,wed_close,thu_open,thu_close,fri_open,fri_close,sat_open,sat_close,sun_open,sun_close,days_open_per_week,open_weekends,open_late
mQO7LKZ1LHq0LLBO_Kg_rw,Stella's Pizza,Aston-Woodbridge,3.5,52,3,0.5546,1,0,1,0,0,0,0,0,0,1,1,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,,1,0,,,,"Wraps, Pizza, Salad",,10.5,22.5,10.5,22.5,10.5,22.5,10.5,22.5,10.5,23.5,10.5,23.5,11.0,22.5,7,1,0
aBIKSaj78U2HLQCH_vl-PA,Philadelphia Taxi Cab,Bridesburg,1.5,57,3,0.3276,0,0,1,,,,,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dance Clubs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0
U5_T9hDfdYFWS8ahj_1Dvw,Just Salad,Rittenhouse,3.5,133,4,0.5831,1,1,1,0,1,0,0,0,1,1,1,0,,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,,1,0,Vegetarian,,,"Juice Bars & Smoothies, Wraps, Salad",,0.0,0.0,10.5,19.0,10.5,19.0,10.5,19.0,10.5,19.0,,,,,5,0,0
gGC3SvEvxsRkRBIEU0Rfrw,Jim's Steaks South Street Steaks and Hoagies,Airport,3.5,37,2,0.5445,0,,,,,,0,0,,,,,,,0,,1,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,Sandwiches,Steakhouses,,,,,,,,,,,,,,,,,
MsgWKX-hUG35a0nLcCAKrg,Currito,,3.5,125,4,0.5814,0,0,1,0,0,0,0,0,0,1,1,1,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,,,,0,,"Latin American / Caribbean, American / Fusion","Mexican, American (New)","Salad, Juice Bars & Smoothies",Food Trucks,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,7,1,0
8PSSfsRQ0JfH8Yc4Doq_uA,Seulanga,West Passyunk,4.0,25,2,0.5679,0,0,0,0,0,0,0,0,0,1,1,0,,,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,2,,,,,,Southeast Asian,Indonesian,,,,,,,,,,,,,,,,,,,
SYi3fXcXl1lxUmEEsrXR_g,El Sarape Restaurant,Passyunk Square,3.0,26,2,0.5,1,,1,,,,,,0,1,1,,,,,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,,,,1,,Latin American / Caribbean,Mexican,,,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,10.0,23.0,7,1,0
-NG3pA9LEXCxt0Fjd_aYYA,Linda's Vegetarian Village Restaurant,East Mount Airy,4.5,45,2,0.6507,0,1,1,0,1,0,1,0,,1,1,1,,,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,,"Vegetarian, Vegan",,,Live/Raw Food,,,,,,10.0,18.0,10.0,18.0,10.0,18.0,10.0,18.0,,,4,1,0
0nFhxTqIlkIAJypUkON-rQ,Big Daddy Pizza,Bustleton,2.5,74,3,0.4344,1,0,1,0,0,0,1,0,0,1,1,0,,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,,2,,,,,,,,Pizza,,10.5,22.25,10.5,22.25,10.5,22.25,10.5,22.25,10.5,23.25,10.5,23.25,12.0,21.75,7,1,0
JQV6iAVa5_Fqojey26TjOA,Luk Fu,Stadium District,4.0,27,2,0.5718,0,0,1,,,,,,1,,1,1,1,0,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,1,1,1,,"East Asian, American / Fusion, Southeast Asian, American / Fusion","Chinese, Asian Fusion, Vietnamese, Pan Asian",Dim Sum,,16.0,27.0,16.0,27.0,16.0,27.0,16.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,7,1,1
nmeGoVi_U-bbnojJsi52Aw,The Angelo Pizza,Old City,4.5,66,3,0.6861,,1,1,,,,,,,,1,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,European,Italian,Pizza,,,,,,12.0,20.0,12.0,20.0,12.0,21.0,12.0,21.0,12.0,20.0,5,1,0
eFc0rv7SO5x34xivOqrvYA,Suzani Palace,Bustleton,3.5,10,1,0.5162,1,1,1,0,1,0,1,0,,,1,1,,1,1,,,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,,,1,1,,"European, Slavic, Slavic, Slavic","Modern European, Russian, Armenian, Uzbek","Seafood, Salad",,11.0,23.0,11.0,23.0,11.0,22.0,11.0,23.0,11.0,25.0,11.0,25.0,11.0,23.0,7,1,1
s2JiYzE7i68cXIV6YEcVTw,Local 44,Spruce Hill,3.5,494,5,0.6101,1,0,1,0,1,0,0,0,1,2,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,,1,,0,2,,,,,,American / Fusion,American (New),Breakfast & Brunch,Bars,16.0,24.0,16.0,24.0,16.0,24.0,16.0,24.0,15.0,24.0,12.0,24.0,11.0,24.0,7,1,0
BiSdlIuOlf6MqyEZ6aWhfQ,Con Murphy's,Logan Square,3.5,301,5,0.6022,1,0,1,1,1,1,0,1,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,,1,1,1,,,2,1,,1,0,,European,Irish,,"Bars, Pubs",0.0,0.0,16.0,22.0,12.0,18.0,11.5,22.0,11.5,26.0,8.0,26.0,10.0,20.0,7,1,1
8j3blTZChklt3j89jxx0fw,Brauhaus Schmitz,Society Hill,4.0,764,5,0.7298,1,1,1,0,1,0,0,0,1,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,,,1,0,0,2,,,,,,European,German,,Bars,16.0,24.0,16.0,24.0,16.0,24.0,16.0,24.0,12.0,24.0,12.0,24.0,12.0,24.0,7,1,0
yxBS42yCi250PXY31jhoiQ,Aqimero,Rittenhouse,3.5,143,4,0.5851,1,0,1,0,0,0,0,1,1,3,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,,,1,1,,,3,0,1,1,1,,Latin American / Caribbean,Latin American,,,,,16.0,22.0,16.0,22.0,16.0,22.0,16.0,22.0,16.0,22.0,12.0,15.0,6,1,0
gU39t80dXx9LkIZHp6cyCQ,Magic Noodles,Mayfair,3.5,47,2,0.5515,1,0,1,0,0,0,1,0,,,1,,,,,1,,,0,,,,,,,,,,0,0,0,0,0,0,,,,,1,,East Asian,Chinese,Noodles,Chicken Shop,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,7,1,0
ayrJOc0UzneTn6pgHsKCaQ,America's Best Wings,Spruce Hill,3.0,31,2,0.5,1,0,1,0,1,0,0,0,1,2,1,0,,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,,0,0,,"American / Fusion, American / Fusion","American (New), American (Traditional)","Cheesesteaks, Seafood, Chicken Wings, Salad, Burgers",,12.0,23.0,12.0,25.0,12.0,25.0,12.0,25.0,12.0,26.0,12.0,26.0,12.0,23.0,7,1,1
kDzp5FXnuG3Pwk6orhfl8A,Circles + Squares,Fishtown - Lower Kensington,5.0,103,4,0.8029,,,0,0,1,0,0,0,1,2,,0,,0,0,,,1,,,,,,1,,,,,0,0,0,0,0,0,,,0,0,0,,,,Pizza,,,,,,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0,,,4,1,0
6ewV-e7-39oqYUq3yZuIyw,Sabrina's Café,Powelton,4.0,833,5,0.7314,1,1,1,0,1,0,0,0,1,2,1,1,,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,2,0,0,1,1,Vegetarian,"American / Fusion, American / Fusion","American (New), American (Traditional)","Breakfast & Brunch, Comfort Food",Cafes,0.0,0.0,8.0,15.0,8.0,15.0,8.0,15.0,8.0,15.0,8.0,15.0,8.0,15.0,7,1,0
Ep_jh1Pt4Ggyla21f-BQcQ,New Leaf 2 Chinese & Japanese Cuisine,Manayunk,4.5,137,4,0.7518,1,1,1,0,1,0,0,0,,2,1,1,1,,1,1,,1,,1,,0,,1,1,1,1,,,,,1,,,2,,1,,1,,"East Asian, East Asian","Japanese, Chinese",,Bars,11.5,21.5,11.5,24.0,11.5,23.5,11.5,21.5,11.5,22.5,11.5,22.5,11.5,21.5,7,1,0
Q9poenJ9SS3agpPo4Pgyyg,Ray's Café & Teahouse,Old City,4.5,181,4,0.7737,1,0,1,0,1,0,0,0,1,2,1,0,,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,,0,,,,East Asian,Chinese,Coffee & Tea,,8.0,17.0,8.0,17.0,8.0,17.0,8.0,17.0,8.0,17.0,11.5,17.0,,,6,1,0
BX3LLonrLLLfVX-tNrE7yA,Cafe Nhan,Newbold,4.5,166,4,0.7672,1,0,1,0,1,0,0,0,0,2,1,1,,0,1,0,1,1,,,0,0,,1,0,,1,1,0,,1,1,1,,2,0,0,1,1,,Southeast Asian,Vietnamese,,,0.0,0.0,10.0,19.0,,,10.0,19.0,10.0,19.0,10.0,19.0,10.0,19.0,6,1,0
8xTHtLoNIwdpf0FEvIpQIw,By George! Pizza Pasta & Cheesesteaks,Center City East,4.0,284,5,0.7023,1,0,1,1,1,1,0,0,1,2,1,1,,1,0,1,1,0,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,,0,,,,European,Italian,"Pizza, Cheesesteaks",,8.0,18.0,8.0,18.0,8.0,18.0,8.0,18.0,8.0,18.0,8.0,18.0,,,6,1,0
NYj8uB9-u0SmRMNDNktb1g,Oscar's Tavern,Rittenhouse,4.0,328,5,0.7076,0,1,0,0,1,0,0,0,1,1,,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,,,,,,,2,,1,,,,,,,"Bars, Dive Bars",11.5,26.0,11.5,26.0,11.5,26.0,11.5,26.0,11.5,26.0,11.5,26.0,17.0,26.0,7,1,1
3QpErOK9RfahtAfrKSZYig,Nick's Roast Beef,Franklin Mills,2.0,42,2,0.4037,1,,,0,0,0,1,0,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,American / Fusion,American (Traditional),,Bars,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,7,1,1
8va8lpVU8aiQtnSbyjVScA,Spataro's Cheesesteaks,Center City East,2.5,261,5,0.4005,0,0,1,,,,,,1,2,1,1,,0,0,1,1,1,,,,0,,,,,1,1,0,0,1,0,0,0,3,,,,,,,,"Cheesesteaks, Breakfast & Brunch, Sandwiches",,,,8.0,16.0,8.0,16.0,8.0,16.0,8.0,16.0,8.0,16.0,,,5,1,0
cSLT_5UIlQ6JKzgYklBNeQ,Explorer's Den Steaks and Hoagies,Logan,3.0,44,2,0.5,1,0,1,0,1,0,0,0,1,1,1,0,,,0,1,1,1,0,0,0,1,0,0,0,0,,1,0,0,1,1,0,0,2,,,,,,,,"Sandwiches, Ethnic Food, Cheesesteaks",Specialty Food,11.0,24.0,11.0,24.0,11.0,24.0,11.0,24.0,11.0,25.0,11.0,25.0,12.0,23.0,7,1,1
vBwDwbU52z6Daw29McXCCw,Tropical Smoothie Cafe,,2.5,11,1,0.4824,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandwiches, Juice Bars & Smoothies",,0.0,0.0,7.0,20.0,7.0,20.0,7.0,20.0,7.0,18.0,8.0,20.0,10.0,20.0,7,1,0
gG0Pp5P6BA7zk-vX3-CLCw,El Principe Restaurant,McGuire,3.5,25,2,0.534,1,0,0,0,0,0,0,0,,1,1,1,,,1,1,2,1,0,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,Latin American / Caribbean,Latin American,,,,,,,,,,,,,,,,,,,
hGeI6ICLbNHLuXAgJxjlFg,revive 21,Airport,2.5,40,2,0.4533,0,0,1,,,,0,0,0,2,1,1,1,0,0,1,1,1,,0,,0,0,,0,0,1,0,0,0,0,0,0,0,2,,1,,1,,American / Fusion,American (Traditional),,"Pubs, Bars",,,,,,,,,,,,,,,,,
KjJDvCg5wuK-wyRy9OYJYQ,Bally Pizza,West Oak Lane,3.0,27,2,0.5,1,0,1,,,,,,0,2,1,1,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,1,0,,,,Pizza,,,,,,,,,,,,,,,,,,
-UJ7ZTb3zfmqZogmy3fnGg,Bellini,Rittenhouse,3.0,318,5,0.5,0,1,1,1,1,1,0,0,1,2,0,1,1,1,1,1,1,1,0,0,,0,,0,0,,,1,0,0,0,1,0,0,2,,1,1,1,,European,Italian,,"Wine Bars, Cocktail Bars, Bars",16.0,21.0,16.0,21.0,16.0,21.0,16.0,21.0,16.0,22.0,16.0,22.0,16.0,21.0,7,1,0
POuaebsAeCyNx-8qZ3O7XQ,Shang Hai 1,Chinatown,4.0,332,5,0.708,1,,1,0,1,0,0,0,1,2,1,0,,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,,1,1,,0,2,0,0,1,1,,"East Asian, East Asian, East Asian","Taiwanese, Chinese, Shanghainese",,,10.5,22.5,10.5,22.5,10.5,22.5,10.5,22.5,10.5,22.5,10.5,22.5,10.5,22.5,7,1,0
8QY974PXRbLFIcJUqz7gsA,Freddy & Tony's Restaurant,Upper Kensington,3.5,117,4,0.5795,1,0,1,0,1,0,0,0,0,2,1,0,,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,,,,1,,"European, Latin American / Caribbean, Latin American / Caribbean","Spanish, Caribbean, Puerto Rican",,,10.5,20.0,10.5,20.0,10.5,20.0,10.5,20.0,10.0,20.0,10.0,20.0,10.0,20.0,7,1,0
Pg2ZKh-Ss7CCpaF8MwNWYw,Antonio's Deli,Passyunk Square,5.0,58,3,0.732,1,1,1,0,0,0,0,0,1,1,1,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,Sandwiches,Delis,9.0,16.0,9.0,16.0,9.0,16.0,9.0,16.0,9.0,16.0,9.0,16.0,,,6,1,0
qKiz-h7IJb7DRHnqDktGMw,New London Pizza,Feltonville,3.5,22,1,0.5309,1,0,1,0,1,0,0,0,0,1,1,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,,,,,,Pizza,,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,24.0,11.0,24.0,12.0,23.0,7,1,0
6c8eIawbCBu3FLp2kDraBA,Attico Rooftop Lounge,Washington Square West,3.0,206,4,0.5,0,1,1,1,1,0,0,1,0,2,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,,,,,,,2,0,1,1,1,,"American / Fusion, Mediterranean / Middle Eastern","American (Traditional), Mediterranean","Tapas/Small Plates, Beer","Bars, Cocktail Bars",0.0,0.0,,,16.0,23.0,16.0,23.0,16.0,26.0,16.5,26.0,16.5,21.0,6,1,1
yYG2XDKCaf5yOLgJSKMw6g,Anthony's Italian Coffee House and Chocolate House,Bella Vista,4.0,191,4,0.6851,1,1,1,0,1,0,0,0,1,2,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,European,Italian,"Ice Cream & Frozen Yogurt, Coffee & Tea","Specialty Food, Tea Rooms, Chocolatiers & Shops",7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,20.0,7.5,17.0,7,1,0
PmFBiD-KW4U_L1MS9qcIUQ,Wolf Street Pizza & Grill,West Passyunk,2.0,134,4,0.3333,1,0,1,,,0,0,0,0,1,1,0,,1,0,0,3,1,0,,0,,0,,,,,1,0,1,1,1,,,4,0,,1,0,,,,Pizza,,9.5,22.75,9.5,22.75,9.5,22.75,9.5,22.75,9.5,24.75,9.5,24.75,9.5,22.75,7,1,1
rzOz2hCJmJCe0d0QkMs4wQ,Fino's Pizzeria & Restaurant,West Mount Airy,3.0,55,3,0.5,1,0,0,0,,0,0,0,1,2,1,,,,0,0,1,1,,,,,,,,,,1,0,0,1,1,0,0,,,,,,,,,Pizza,,,,,,,,,,,,,,,,,,
L4kfcADLCU4T33i7Z0CkuA,Bistro Romano,Society Hill,4.0,546,5,0.7227,1,1,1,0,1,1,0,0,0,2,1,1,1,1,1,1,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,1,,"Mediterranean / Middle Eastern, European","Mediterranean, Italian",,"Bars, Wine Bars",0.0,0.0,15.0,25.0,16.75,20.75,16.75,20.75,16.75,21.5,16.75,21.5,16.75,20.75,7,1,1
VSIUiDAMrrQVsfbLfquo2w,Small Oven Pastry Shop,Point Breeze,4.5,29,2,0.6133,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desserts,"Bakeries, Cafes",,,,,10.0,18.0,10.0,18.0,10.0,18.0,10.0,18.0,10.0,18.0,5,1,0
NgUst1ex3M2ibDzSb6Xkaw,Emmy Squared - Queen Village,Queen Village,4.0,177,4,0.6814,1,1,1,0,1,0,0,0,1,2,1,1,1,1,1,1,,1,0,,,0,,1,,1,1,,,,,1,,,2,0,1,1,1,,,,"Pizza, Sandwiches, Burgers",,0.0,0.0,16.0,21.0,16.0,21.0,16.0,21.0,16.0,22.0,12.0,22.0,12.0,21.0,7,1,0
THdOD9iDjQIGwHp_kHwakw,Food For Your Soul,Greenwich,4.0,14,1,0.5432,1,1,0,0,1,0,0,0,0,,1,1,,1,0,,,1,,,,,,,,,,,0,0,0,0,0,0,,0,,0,0,,American / Fusion,Soul Food,"Seafood, Burgers",,,,,,13.0,21.0,13.0,21.0,13.0,21.75,13.0,21.0,13.0,18.0,5,1,0
zuKnCtZQKZqnvEaKVnwVVQ,Naana Xtra-O Restaurant,Oxford Circle,3.0,11,1,0.5,1,,1,,,,,,,2,1,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,2,,,,,,"Latin American / Caribbean, African","Caribbean, African",,,,,11.0,20.0,11.0,20.0,11.0,20.0,11.0,21.0,11.0,21.0,12.5,19.0,6,1,0
W1jO-SCmarsu6Swr-IELqw,Chi Mc King,East Poplar,4.0,22,1,0.5618,1,,,0,0,0,1,0,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,East Asian,Korean,,Chicken Shop,,,,,,,,,,,,,,,,,
tngXF4K4cojGHn-4PUpBLQ,Tango,Chinatown,3.0,163,4,0.5,1,0,1,0,1,0,0,0,1,2,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,3,,1,,1,,"East Asian, East Asian","Szechuan, Chinese",Sushi Bars,"Bars, Karaoke",16.0,26.0,16.0,26.0,16.0,26.0,16.0,26.0,16.0,27.0,16.0,27.0,16.0,26.0,7,1,1
tLgw_VI8yIgiJJ9-1VcL0g,U-Town,University City,3.5,127,4,0.5818,,0,1,0,1,0,0,0,1,2,1,0,,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,,,1,1,0,0,2,,,,,,"East Asian, American / Fusion, East Asian","Japanese, Asian Fusion, Korean",,,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,,,6,1,0
B3ge1SSk9U-baGyUSPG8MQ,Philly's Seafood,Tacony,3.0,31,2,0.5,1,0,1,0,1,0,0,0,1,2,1,0,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,0,,,,"Chicken Wings, Fish & Chips, Seafood, Sandwiches, Salad","Specialty Food, Seafood Markets",,,11.5,22.5,11.5,22.5,11.5,22.5,11.5,23.0,11.5,23.0,12.0,22.5,6,1,0
mf0OyZ6DX2iKUFIV9TqFRQ,Moriarty's Restaurant and Irish Pub,Washington Square West,3.5,629,5,0.613,1,1,1,1,1,0,0,0,1,2,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,2,,1,1,1,,"American / Fusion, European","American (Traditional), Irish","Burgers, Chicken Wings","Bars, Pubs",0.0,0.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,12.0,26.0,7,1,1
0oSSjekU-3GR8gselReWnA,Butcher and Singer,Rittenhouse,4.5,1290,5,0.8565,1,1,1,0,1,0,0,0,0,4,1,0,1,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,,1,0,0,2,0,0,1,1,,American / Fusion,American (Traditional),,Steakhouses,0.0,0.0,17.0,22.0,17.0,22.0,17.0,22.0,16.0,21.0,17.0,23.0,17.0,22.0,7,1,0
wVFy58Rt0x_ZGGLK_6VifA,Spice Garden,Bustleton,4.0,20,1,0.5575,1,1,1,0,0,0,1,0,0,2,1,,,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,South Asian,Indian,"Seafood, Desserts",,,,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,6,1,0
KnXWxp0DO4043CyWAnAx9g,Paddy Whacks Irish Sports Pub - Welsh Road,Pennypack,3.0,46,2,0.5,1,0,1,0,0,0,1,0,1,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,3,,,,,,American / Fusion,American (Traditional),,"Pubs, Irish Pub, Bars",11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,7,1,1
ZhEFPPLta5dBxUKnyqMF3Q,Frannie Nicks,Bella Vista,3.0,41,2,0.5,1,,1,,,,0,0,1,,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,American / Fusion,Soul Food,"Seafood, Chicken Wings",Bars,,,11.5,21.5,11.5,21.5,11.5,21.5,11.5,25.0,11.5,25.0,,,5,1,1
g7CaY9XKhwcWV2K-zM47Lg,Cilantro New Mediterranean Cuisine,Queen Village,4.5,85,3,0.7097,1,,,0,0,0,0,0,,,1,,,,1,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,Mediterranean / Middle Eastern,Mediterranean,,,,,14.0,22.0,14.0,22.0,14.0,22.0,14.0,22.0,14.0,22.0,2.0,22.0,6,1,0
KwADSZGoeiqnlR4vUpNhig,Stacy's Pizza & Wings,West Powelton,2.5,63,3,0.4394,1,0,1,0,1,0,0,0,0,1,1,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,,,,,,,,Pizza,,11.0,23.5,11.0,23.5,11.0,23.5,11.0,23.5,11.0,24.5,11.0,24.5,11.0,23.0,7,1,1
c-jQ_--GMT_SvyjclyYqMg,Craft Manayunk,Manayunk,3.5,97,3,0.5739,,1,1,0,1,0,0,0,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,2,,1,1,1,,American / Fusion,American (Traditional),Beer,"Bars, Pubs",16.0,22.0,16.0,22.0,16.0,22.0,16.0,22.0,11.5,22.0,11.5,22.0,10.5,22.0,7,1,0
Aqsc1lA8-PN8YNMgroyeSg,Soul of Africa Restaurant,Lawndale,3.5,23,2,0.5319,1,,1,0,0,0,0,0,,,1,0,,,,1,,,,0,,0,,,,,,1,0,0,0,0,0,0,,,,,,,African,African,,,,,,,,,,,,,,,,,,,
W5qWPa1LPo9stvCGeVSRAg,Pho Don,Franklinville,4.5,43,2,0.6466,1,,1,0,1,0,0,0,,,1,,,,,,,1,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,Southeast Asian,Vietnamese,,,8.5,19.5,8.5,19.5,8.5,19.5,8.5,19.5,8.5,19.5,8.5,19.5,,,6,1,0
DqBqTd1aU8VfhLXAWs8ldg,Boston Market,Harrowgate,2.0,11,1,0.4647,1,0,1,,,,,,0,2,1,0,,1,0,1,1,1,,,,,,,,,,1,,,,,,,3,,,,,,"American / Fusion, American / Fusion","American (Traditional), American (New)","Chicken Wings, Sandwiches, Comfort Food",Chicken Shop,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,22.0,7,1,0
cVV8GWVIe9BwyCOKwrFgPA,Castellino's,Fishtown - Lower Kensington,5.0,72,3,0.759,1,1,1,0,1,0,0,0,1,1,1,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,0,,"European, European","Sardinian, Italian",Pasta Shops,"Delis, Specialty Food, International Grocery",0.0,0.0,12.0,17.0,12.0,17.0,12.0,17.0,12.0,17.0,12.0,16.0,,,6,1,0
2LokHe7GtKZD9Q6w0dRe_A,Queen & Rook Game Cafe,Queen Village,4.5,66,3,0.6861,1,0,1,1,1,0,0,0,1,,1,1,1,1,1,,,1,,,,,,,,,,1,0,0,0,0,0,0,,,1,1,1,"Vegetarian, Vegan",,,Breakfast & Brunch,"Bars, Cafes, Themed Cafes",10.0,23.0,17.0,22.0,17.0,22.0,17.0,22.0,15.0,24.0,12.0,24.0,12.0,20.0,7,1,0
T3tiN6g7G2XUoDjRv3d8Cw,Irwin's,Greenwich,4.0,111,4,0.6559,0,1,1,0,0,0,1,0,,,,0,1,1,1,1,,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,,,1,1,,Mediterranean / Middle Eastern,Mediterranean,Tapas/Small Plates,"Cocktail Bars, Bars",0.0,0.0,,,17.0,23.0,17.0,23.0,17.0,23.0,17.0,23.0,17.0,23.0,6,1,0
5Y7cqSgUSfLwn7ulBeO_sA,Bluestone Lane - Philadelphia,Washington Square West,4.0,88,3,0.6419,1,1,1,,,,0,0,1,2,1,1,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,,,,0,Gluten-Free,,,"Coffee & Tea, Breakfast & Brunch",Cafes,7.0,15.0,7.0,15.0,7.0,15.0,7.0,15.0,7.0,13.0,,,,,5,0,0
GaDeCypnvJKZBbv35hcpyg,United Buffet,Crescentville,3.5,64,3,0.5611,,0,1,0,0,0,1,0,1,2,1,0,,0,0,1,1,1,0,0,,0,0,,,,1,1,1,,1,1,,,2,0,0,,1,,"East Asian, East Asian","Chinese, Japanese",Seafood,Buffets,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,7,1,0
KyDcAU41QDQpYAFyK6Q6hg,Sweet Box Cupcakes,Washington Square West,4.5,268,5,0.8,1,,1,0,1,0,0,0,1,2,,0,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,,,,,,"Desserts, Cupcakes","Food Trucks, Food Delivery Services, Street Vendors, Food Stands, Bakeries",10.0,19.0,10.0,19.0,10.0,19.0,10.0,19.0,10.0,19.0,10.0,19.0,10.0,17.0,7,1,0
